C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.15CEST23:05:36

coord 12 59 48.7  +27 58 50 (ICRS, J2000, 2000), radius: 8 deg
--------------------------------------------------------------

Number of objects : 10000  (truncated to 10000 objects)

  #  |dist(asec)|             identifier              |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
-----|----------|-------------------------------------|---|-----------------------------|------|------|------|------|------|---------------|----|----
8656 |   3189.76|[HHM2010] 194.79964+27.10500         |G  |12 59 11.910 +27 06 17.99    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8657 |   3189.78|GMP 760                              |G  |13 03 49.0 +28 02 29         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8658 |   3189.78|[HHM2010] 194.64405+27.13787         |G  |12 58 34.568 +27 08 16.37    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8659 |   3190.43|[HHM2010] 194.39010+27.24796         |G  |12 57 33.625 +27 14 52.63    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8660 |   3190.66|[HHM2010] 194.44524+27.21694         |G  |12 57 46.859 +27 13 00.98    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8661 |   3191.41|[HHM2010] 194.62141+27.14419         |G  |12 58 29.136 +27 08 39.06    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8662 |   3191.63|GMP 1442                             |G  |13 02 29.9 +28 38 28         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8663 |   3191.76|[HHM2010] 194.19617+27.39999         |G  |12 56 47.082 +27 23 59.92    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8664 |   3191.99|GMP 1080                             |G  |13 03 11.1 +27 30 07         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8665 |   3192.03|[HHM2010] 194.17413+27.42310         |*  |12 56 41.788 +27 25 23.20    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8666 |   3192.08|[HHM2010] 194.04651+27.60206         |G  |12 56 11.162 +27 36 07.44    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8667 |   3192.10|[HHM2010] 194.23926+27.35866         |G  |12 56 57.424 +27 21 31.15    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8668 |   3192.38|[HHM2010] 194.58599+27.15559         |G  |12 58 20.635 +27 09 20.13    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8669 |   3192.52|GMP 1984                             |G  |13 01 34.5 +28 46 41         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8670 |   3192.62|[HHM2010] 194.15715+27.44188         |G  |12 56 37.713 +27 26 30.79    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8671 |   3192.77|[HHM2010] 194.54634+27.17020         |G  |12 58 11.119 +27 10 12.73    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8672 |   3192.95|[HHM2010] 194.07438+27.55356         |G  |12 56 17.847 +27 33 12.83    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8673 |   3193.01|[HHM2010] 194.09907+27.51617         |G  |12 56 23.773 +27 30 58.24    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8674 |   3193.68|GMP 1584                             |G  |13 02 12.0 +28 41 43         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8675 |   3193.74|[FKT2000] ACO 1661 146               |GiC|13 01 34.4 +28 46 43         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8676 |   3193.96|GMP 973                              |G  |13 03 23.1 +27 34 39         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8677 |   3194.01|[HHM2010] 194.66704+27.13030         |G  |12 58 40.086 +27 07 49.09    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8678 |   3194.02|[HHM2010] 194.70239+27.12158         |G  |12 58 48.571 +27 07 17.70    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8679 |   3194.32|GMP 1402                             |G  |13 02 34.8 +28 37 32         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8680 |   3194.36|2XMM J125657.1+272132                |G  |12 56 57.141 +27 21 31.75    |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8681 |   3194.86|GMP 4989                             |G  |12 57 14.5 +28 39 52         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8682 |   3195.28|[HHM2010] 194.14968+27.44938         |G  |12 56 35.918 +27 26 57.80    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8683 |   3195.39|GMP 2854                             |G  |13 00 13.2 +28 51 49         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8684 |   3195.55|[HHM2010] 194.35532+27.26810         |G  |12 57 25.278 +27 16 05.15    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8685 |   3195.86|GMP 1135                             |G  |13 03 05.9 +28 29 40         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8686 |   3196.13|GMP 755                              |G  |13 03 49.2 +27 54 46         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8687 |   3196.23|[HHM2010] 194.32883+27.28588         |G  |12 57 18.923 +27 17 09.14    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8688 |   3196.29|[HHM2010] 194.26498+27.33478         |G  |12 57 03.597 +27 20 05.21    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8689 |   3196.67|GMP 4257                             |G  |12 58 26.7 +28 48 58         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8690 |   3196.78|[HHM2010] 194.65055+27.13399         |G  |12 58 36.128 +27 08 02.37    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8691 |   3197.00|[HHM2010] 194.68636+27.12452         |G  |12 58 44.723 +27 07 28.29    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8692 |   3197.17|[HHM2010] 194.61995+27.14295         |G  |12 58 28.784 +27 08 34.61    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8693 |   3197.31|[HHM2010] 194.46480+27.20489         |G  |12 57 51.554 +27 12 17.58    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8694 |   3197.32|GMP 3594                             |G  |12 59 18.09 +27 05 58.7      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8695 |   3197.34|GMP 5757                             |G  |12 55 53.5 +27 47 04         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8696 |   3197.63|[HHM2010] 194.77967+27.10571         |G  |12 59 07.118 +27 06 20.56    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8697 |   3198.36|[HHM2010] 194.78792+27.10425         |G  |12 59 09.097 +27 06 15.31    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8698 |   3198.46|GMP 5753                             |G  |12 55 54.0 +27 46 31         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8699 |   3198.60|[HHM2010] 194.44250+27.21581         |G  |12 57 46.202 +27 12 56.92    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8700 |   3198.64|[HHM2010] 194.57787+27.15659         |*  |12 58 18.685 +27 09 23.73    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8701 |   3198.65|[HHM2010] 194.21442+27.37908         |*  |12 56 51.462 +27 22 44.67    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8702 |   3198.80|[HHM2010] 194.76717+27.10740         |G  |12 59 04.119 +27 06 26.63    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8703 |   3198.99|[HHM2010] 194.45567+27.20891         |G  |12 57 49.363 +27 12 32.08    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8704 |   3199.22|[HHM2010] 194.14609+27.45181         |G  |12 56 35.057 +27 27 06.54    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8705 |   3199.29|[HHM2010] 194.27202+27.32784         |G  |12 57 05.286 +27 19 40.22    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8706 |   3199.34|[HHM2010] 194.82841+27.09874         |G  |12 59 18.815 +27 05 55.45    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8707 |   3199.70|[HHM2010] 194.78732+27.10397         |G  |12 59 08.949 +27 06 14.28    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8708 |   3199.89|Weis 61147                           |*  |13 01 11.0 +28 49 00         |     ~|13.74 |12.90 |     ~|     ~|~              |   0|   0
8709 |   3200.30|[HHM2010] 194.24675+27.34881         |*  |12 56 59.221 +27 20 55.69    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8710 |   3200.89|[HHM2010] 194.07704+27.54483         |*  |12 56 18.486 +27 32 41.42    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8711 |   3201.13|GMP 740                              |G  |13 03 50.3 +27 57 52         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8712 |   3201.25|[HHM2010] 194.61997+27.14174         |G  |12 58 28.795 +27 08 30.23    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8713 |   3201.80|[HHM2010] 194.61506+27.14312         |G  |12 58 27.612 +27 08 35.22    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8714 |   3202.00|[SPD2011] 57375                      |ClG|13 01 13.1 +28 48 52         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8715 |   3202.22|GMP 3535                             |G  |12 59 20.8 +28 51 51         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8716 |   3202.25|[HHM2010] 194.19646+27.39527         |G  |12 56 47.152 +27 23 42.93    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8717 |   3202.31|[HHM2010] 194.15470+27.44030         |G  |12 56 37.123 +27 26 25.11    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8718 |   3202.59|[HHM2010] 194.85141+27.09551         |G  |12 59 24.336 +27 05 43.85    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8719 |   3202.59|[HHM2010] 194.61740+27.14214         |G  |12 58 28.18 +27 08 31.7      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8720 |   3202.70|GMP 741                              |G  |13 03 50.3 +28 01 06         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8721 |   3202.80|[HHM2010] 194.42572+27.22342         |G  |12 57 42.175 +27 13 24.32    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8722 |   3203.24|Weis 61225                           |*  |13 02 07.0 +28 42 42         |     ~|14.68 |14.11 |     ~|     ~|~              |   0|   0
8723 |   3203.46|[HHM2010] 194.48481+27.19334         |G  |12 57 56.356 +27 11 36.02    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8724 |   3203.81|[HHM2010] 194.72001+27.11490         |G  |12 58 52.800 +27 06 53.64    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8725 |   3204.77|[HHM2010] 194.71657+27.11536         |G  |12 58 51.974 +27 06 55.29    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8726 |   3205.24|[HHM2010] 194.10117+27.50676         |G  |12 56 24.279 +27 30 24.44    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8727 |   3205.34|[HHM2010] 194.78666+27.10247         |G  |12 59 08.796 +27 06 08.90    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8728 |   3205.43|OMHR J125747.86+284511.1             |Q? |12 57 47.93 +28 45 11.0      |     ~|     ~|19.80 |     ~|     ~|~              |   0|   0
8729 |   3205.58|[HHM2010] 194.44623+27.21162         |G  |12 57 47.098 +27 12 41.84    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8730 |   3205.88|[HHM2010] 194.60341+27.14567         |G  |12 58 24.809 +27 08 44.46    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8731 |   3205.98|[HHM2010] 194.28605+27.31412         |*  |12 57 08.654 +27 18 50.82    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8732 |   3206.67|IC 4133                              |GiG|13 03 50.775 +27 59 17.92    |     ~|15.4  |     ~|     ~|     ~|~              |  30|   0
8733 |   3206.69|GMP 5806                             |G  |12 55 48.3 +27 52 46         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8734 |   3206.81|GMP 1179                             |G  |13 03 01.2 +28 31 23         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8735 |   3206.82|[HHM2010] 194.70192+27.11802         |G  |12 58 48.457 +27 07 04.87    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8736 |   3207.37|2MASX J12584802+2850358              |GiC|12 58 48.029 +28 50 35.89    |     ~|     ~|16.58 |     ~|     ~|~              |   3|   0
8737 |   3207.42|[HHM2010] 194.57852+27.15373         |G  |12 58 18.841 +27 09 13.44    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8738 |   3208.52|[HHM2010] 194.05919+27.56942         |G  |12 56 14.202 +27 34 09.93    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8739 |   3208.57|[HHM2010] 194.74315+27.10891         |G  |12 58 58.353 +27 06 32.08    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8740 |   3208.66|[HHM2010] 194.11739+27.48312         |GiC|12 56 28.171 +27 28 59.17    |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8741 |   3209.65|[HHM2010] 194.15231+27.43971         |G  |12 56 36.551 +27 26 22.97    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8742 |   3209.83|[HHM2010] 194.31277+27.29253         |G  |12 57 15.066 +27 17 33.10    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8743 |   3210.26|[HHM2010] 194.11087+27.49095         |G  |12 56 26.604 +27 29 27.44    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8744 |   3210.49|GMP 967                              |G  |13 03 25.0 +28 23 09         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8745 |   3210.57|[HHM2010] 194.46203+27.20204         |G  |12 57 50.889 +27 12 07.35    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8746 |   3210.63|[HHM2010] 194.07556+27.54166         |G  |12 56 18.131 +27 32 30.02    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8747 |   3210.66|GMP 816                              |G  |13 03 42.5 +28 13 09         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8748 |   3210.97|[HHM2010] 194.28211+27.31536         |G  |12 57 07.709 +27 18 55.30    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8749 |   3211.09|[HHM2010] 194.04382+27.59485         |G  |12 56 10.514 +27 35 41.48    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8750 |   3211.26|[HHM2010] 194.50907+27.17998         |G  |12 58 02.178 +27 10 47.91    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8751 |   3211.29|[HHM2010] 194.07422+27.54339         |G  |12 56 17.808 +27 32 36.24    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8752 |   3211.42|[HHM2010] 194.52462+27.17331         |G  |12 58 05.907 +27 10 23.91    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8753 |   3211.50|GMP 3464                             |G  |12 59 26.4 +28 52 08         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8754 |   3212.10|GMP 3295                             |G  |12 59 38.1 +27 05 21         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8755 |   3212.23|[HHM2010] 194.41708+27.22512         |G  |12 57 40.098 +27 13 30.40    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8756 |   3212.61|2MASX J13035047+2803159              |GiC|13 03 50.475 +28 03 15.92    |     ~|16.67 |     ~|     ~|     ~|~              |   4|   0
8757 |   3213.16|[HHM2010] 194.64312+27.13132         |G  |12 58 34.345 +27 07 52.76    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8758 |   3213.32|[HHM2010] 194.22861+27.35988         |G  |12 56 54.867 +27 21 35.56    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8759 |   3213.32|GMP 4921                             |G  |12 57 22.7 +28 41 41         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8760 |   3213.44|[HHM2010] 194.50102+27.18284         |G  |12 58 00.247 +27 10 58.22    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8761 |   3213.60|[HHM2010] 194.17454+27.41322         |G  |12 56 41.886 +27 24 47.61    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8762 |   3213.74|2MASX J12593585+2705207              |G  |12 59 35.856 +27 05 20.80    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8763 |   3213.91|[HHM2010] 194.31354+27.29053         |G  |12 57 15.252 +27 17 25.80    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8764 |   3214.48|[HHM2010] 194.11723+27.48043         |G  |12 56 28.132 +27 28 49.57    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8765 |   3214.67|[HHM2010] 194.08957+27.51839         |G  |12 56 21.493 +27 31 06.23    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8766 |   3214.97|[FKT2000] ACO 1661 124               |GiC|13 00 48.1 +28 50 48         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8767 |   3215.23|GMP 1026                             |G  |13 03 16.9 +27 31 27         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8768 |   3215.30|[HHM2010] 194.73359+27.10885         |G  |12 58 56.058 +27 06 31.85    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8769 |   3215.43|[HHM2010] 194.26842+27.32469         |G  |12 57 04.423 +27 19 28.87    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8770 |   3215.69|[HHM2010] 194.26510+27.32731         |G  |12 57 03.626 +27 19 38.32    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8771 |   3215.79|[HHM2010] 194.24614+27.34331         |G  |12 56 59.076 +27 20 35.89    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8772 |   3215.91|GMP 3841                             |G  |12 58 59.6 +28 51 20         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8773 |   3216.08|GMP 4684                             |G  |12 57 44.0 +28 44 53         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
8774 |   3216.08|GMP 5714                             |G  |12 55 58.8 +27 41 48         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
