C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.13CEST19:32:07

*
-

Number of objects : 10000  (truncated to 10000 objects)

  #  |                 typed ident                  |                  identifier                  |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
-----|----------------------------------------------|----------------------------------------------|---|-----------------------------|------|------|------|------|------|---------------------|----|----
9935 |OH 327.407 -0.068                             |OH 327.407 -0.068                             |OH*|15 51 32.181 -54 09 01.26    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9936 |OH 327.448 -0.627                             |OH 327.448 -0.627                             |OH*|15 54 10.748 -54 33 23.71    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9937 |OH 327.733 -0.635                             |SCHD 57                                       |Mas|15 55 43.497 -54 22 53.85    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9938 |OH 328.053 -0.775                             |OH 328.053 -0.775                             |OH*|15 58 01.451 -54 16 57.03    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9939 |OH 328.067 +2.511                             |OH 328.067 +2.511                             |OH*|15 44 21.781 -51 43 02.86    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9940 |OH 328.20  +0.00                              |OH 328.20 +0.00                               |Mas|No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9941 |OH 328.201 +0.081                             |SCHD 55                                       |Mas|15 55 03.318 -53 31 52.35    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9942 |OH 328.225 +0.042                             |OH 328.225 +0.042                             |OH*|15 55 21.13 -53 32 44.6      |     ~|     ~|     ~|     ~|     ~|~                    |   6|   0
9943 |OH 328.24  -0.55                              |OH 328.24 -0.55                               |Mas|15 57 58.28 -53 59 22.7      |     ~|     ~|     ~|     ~|     ~|~                    |  26|   2
9944 |OH 328.392 +1.209                             |OH 328.392 +1.209                             |OH*|15 51 16.766 -52 32 16.89    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9945 |OH 328.40  -0.20                              |OH 328.40 -0.20                               |Mas|No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9946 |KOI-3284.01                                   |Kepler-438b                                   |Pl?|18 46 34.993 +41 57 03.93    |     ~|     ~|     ~|     ~|     ~|~                    |  16|   0
9947 |PLX 3285.10                                   |Wolf 1478                                     |PM*|14 31 01.16457 -12 17 45.9451|14.61 |13.49 |11.903|10.751| 9.257|M3.5                 |  29|   0
9948 |OH 328.70  -0.20                              |OH 328.70 -0.20                               |Mas|No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9949 |OH 328.737 -0.222                             |OH 328.737 -0.222                             |OH*|15 59 07.190 -53 25 05.11    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9950 |OH 328.81  +0.64                              |GAL 328.81+00.64                              |HII|15 55 48.2 -52 42 50         |     ~|     ~|     ~|     ~|     ~|~                    |   4|   0
9951 |OH 328.828 +2.711                             |OH 328.828 +2.711                             |OH*|15 47 25.126 -51 05 32.20    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9952 |OH 328.972 +1.074                             |OH 328.972 +1.074                             |OH*|15 54 46.824 -52 16 30.29    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9953 |OH 328.977 +0.479                             |OH 328.977 +0.479                             |OH*|15 57 19.074 -52 43 39.96    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9954 |OH 329.1   -0.2                               |OH 329.1 -0.2                                 |Mas|16 00 36.0 -53 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9955 |PLX 3296.00                                   |BD-11 3759                                    |BY*|14 34 16.81183 -12 31 10.3965|14.041|12.915|11.317|10.093| 8.473|M3.5V                |  79|   0
9956 |OH 329.681 +2.602                             |OH 329.681 +2.602                             |OH*|15 52 04.028 -50 38 40.42    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9957 |OH 329.702 +0.995                             |OH 329.702 +0.995                             |OH*|15 58 44.678 -51 51 53.64    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9958 |OH 329.882 +1.506                             |OH 329.882 +1.506                             |OH*|15 57 29.635 -51 21 33.46    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9959 |OH 330.112 -0.709                             |OH 330.112 -0.709                             |OH*|16 08 08.734 -52 52 21.83    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9960 |OH 330.159 +0.907                             |OH 330.159 +0.907                             |OH*|16 01 21.134 -51 38 03.36    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9961 |OH 330.369 +0.104                             |OH 330.4 +0.1                                 |OH*|16 05 48.823 -52 05 47.59    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9962 |OH 330.40  +0.10                              |OH 330.40 +0.10                               |Mas|No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9963 |OH 330.429 -1.126                             |OH 330.429 -1.126                             |OH*|16 11 33.793 -52 57 50.48    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9964 |OH 330.878 -0.367                             |OH 330.878 -0.367                             |OH*|16 10 19.883 -52 06 07.09    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9965 |OH 330.9   -0.2                               |Caswell OH 330.953-00.182                     |Mas|16 09 52.43 -51 54 54.0      |     ~|     ~|     ~|     ~|     ~|~                    |   9|   0
9966 |OH 330.9   -0.3                               |OH 330.9 -0.3                                 |Mas|16 10 17.0 -52 04 47         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9967 |OH 330.929 -0.144                             |OH 330.929 -0.144                             |OH*|16 09 35.519 -51 54 14.43    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
9968 |OH 331.040 -1.550                             |OH 331.040 -1.550                             |OH*|16 16 26.435 -52 51 05.13    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9969 |OH 331.108 -1.939                             |OH 331.108 -1.939                             |OH*|16 18 33.918 -53 04 58.44    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9970 |OH 331.158 +0.781                             |SCHD 68                                       |Mas|16 06 40.637 -51 03 55.73    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9971 |OH 331.28  -0.20                              |OH 331.28 -0.20                               |Mas|16 11 29.1 -51 42 17         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9972 |OH 331.512 -0.102                             |SCHD 76                                       |Mas|16 12 09.890 -51 28 37.67    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9973 |OH 331.594 -0.135                             |OH 331.594 -0.135                             |OH*|16 12 41.607 -51 26 40.25    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
9974 |OH 331.60  -0.30                              |OH 331.60 -0.30                               |Mas|No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9975 |OH 331.6   -0.3                               |OH 331.6 -0.3                                 |Mas|16 13 29.4 -51 30 00         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9976 |OH 331.646 -0.259                             |OH 331.646 -0.259                             |OH*|16 13 29.143 -51 29 57.39    |     ~|     ~|     ~|     ~|     ~|~                    |   2|   0
9977 |OH 331.719 +0.450                             |OH 331.719 +0.450                             |OH*|16 10 43.744 -50 55 52.74    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9978 |OH 331.731 +0.303                             |OH 331.731 +0.303                             |OH*|16 11 25.21 -51 01 53.8      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9979 |OH 331.752 -1.511                             |OH 331.752 -1.511                             |OH*|16 19 36.88 -52 19 37.9      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9980 |AN   33.1901                                  |V* V Tel                                      |LP*|19 18 14.609 -50 26 48.37    |     ~|10.93 |10.30 |     ~|     ~|M6/8                 |   8|   0
9981 |AN   33.1903                                  |V* HP Ori                                     |Fl*|05 32 08.95 -05 02 31.9      |     ~|13.5  |15.4  |     ~|     ~|~                    |   3|   0
9982 |AN   33.1905                                  |V* SU Aql                                     |S* |19 36 00.30 +04 05 24.7      |     ~|12.4  |     ~|10.800|     ~|S                    |   4|   0
9983 |AN   33.1914                                  |V* EL Lib                                     |RR*|15 42 55.967 -16 31 41.79    |     ~|14.1  |     ~|13.0  |     ~|~                    |   1|   0
9984 |AN   33.1916                                  |V* W Aps                                      |LP*|17 14 16.2263 -74 08 54.755  |     ~|11.09 | 9.87 |     ~|     ~|M6                   |   2|   0
9985 |AN   33.1920                                  |V* AH Car                                     |V* |07 19 36.0 -56 10 36         |     ~|12.0  |     ~|     ~|     ~|~                    |   0|   0
9986 |AN   33.1924                                  |V* AE Oph                                     |Mi*|17 17 52.68 -20 01 19.5      |     ~|11.5  |     ~|12.900|     ~|~                    |   2|   0
9987 |AN   33.1925                                  |V* DZ Sgr                                     |V* |19 11 48.88 -14 00 29.0      |     ~|13.6  |     ~|15.400|     ~|M6                   |   1|   0
9988 |AN   33.1928                                  |NSV 12504                                     |V* |19 52 29.44 +19 06 38.5      |     ~|15.300|     ~|14.400|     ~|~                    |   0|   0
9989 |AN   33.1929                                  |SV* P 121                                     |V* |No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
9990 |AN   33.1930                                  |V* IS Her                                     |LP*|18 45 21.680 +24 51 47.19    |     ~|     ~|     ~|12.04 |     ~|~                    |   0|   0
9991 |AN   33.1931                                  |V* FP Ori                                     |Mi*|05 32 20.71 -10 37 21.5      |     ~|11    |     ~|10.500|     ~|~                    |   1|   0
9992 |AN   33.1935                                  |V* CG Vir                                     |bL*|15 04 54.7004 +04 24 03.054  |     ~|11.1  |10.6  |     ~|     ~|F8                   |  16|   0
